date,start_date,end_date,OT,his_avg_1,his_std_1,his_avg_3,his_std_3,his_avg_5,his_std_5,prior_history_avg,prior_history_std,his_avg_2,his_std_2,his_avg_4,his_std_4,his_avg_6,his_std_6,Final_Search_2,Final_Search_4,Final_Search_6
1953-03-01,1953-03-01,1953-03-31,2.9,3.3,,4.733333333333333,2.064784088793144,4.859999999999999,1.520855022676389,3.55,0.3535533905932738,3.55,0.3535533905932738,4.949999999999999,1.740689518552921,4.859999999999999,1.520855022676389,NA,NA,NA
1953-04-01,1953-04-01,1953-04-30,2.8,3.0,,4.066666666666666,1.6772994167212163,4.32,1.331164903383499,3.1,0.1414213562373096,3.1,0.1414213562373096,4.4,1.5231546211727816,4.32,1.331164903383499,NA,NA,NA
1953-05-01,1953-05-01,1953-05-31,2.5,2.9,,3.7,1.3856406460551018,4.04,1.355728586406586,2.9,0.0,2.9,0.0,4.2,1.50996688705415,4.04,1.355728586406586,NA,NA,NA
1953-06-01,1953-06-01,1953-06-30,2.7,3.2,,4.066666666666666,1.3316656236958784,4.5,1.4212670403551897,3.3,0.1414213562373093,3.3,0.1414213562373093,4.65,1.5947831618540915,4.5,1.4212670403551897,NA,NA,NA
1953-07-01,1953-07-01,1953-07-31,2.7,3.3,,3.9666666666666655,1.1547005383792517,4.56,1.5899685531481431,3.3,0.0,3.3,0.0,4.725,1.7858238061652856,4.56,1.5899685531481431,NA,NA,NA
1953-08-01,1953-08-01,1953-08-31,2.4,3.1,,3.3666666666666667,0.6429100507328634,4.0,1.3674794331177342,3.0,0.1414213562373096,3.0,0.1414213562373096,4.1,1.557776192739723,4.0,1.3674794331177342,NA,NA,NA
1953-09-01,1953-09-01,1953-09-30,2.6,2.7,,3.233333333333333,0.6806859285554046,3.8,1.2708265027138834,2.85,0.2121320343559641,2.85,0.2121320343559641,3.9,1.4445299120013635,3.8,1.2708265027138834,NA,NA,NA
1953-10-01,1953-10-01,1953-10-31,2.5,2.4,,2.833333333333333,0.4509249752822894,3.5,1.4882876066137214,2.6,0.2828427124746189,2.6,0.2828427124746189,3.65,1.6743157806499145,3.5,1.4882876066137214,NA,NA,NA
1953-11-01,1953-11-01,1953-11-30,3.2,2.5,,3.1666666666666665,0.6506407098647711,3.7,1.2103718436910205,2.85,0.4949747468305834,2.85,0.4949747468305834,3.8,1.373559851869101,3.7,1.2103718436910205,NA,NA,NA
1953-12-01,1953-12-01,1953-12-31,4.2,2.5,,3.1,0.7211102550927978,3.78,1.3590437814875576,2.7,0.2828427124746189,2.7,0.2828427124746189,3.825,1.5649813630413196,3.78,1.3590437814875576,NA,NA,NA
1954-01-01,1954-01-01,1954-01-31,5.7,3.4,,3.8333333333333335,0.5131601439446886,4.82,1.6739175606940742,3.55,0.2121320343559644,3.55,0.2121320343559644,4.775,1.9293781381574733,4.683333333333334,1.534166440340378,NA,NA,NA
1954-02-01,1954-02-01,1954-02-28,6.3,3.2,,3.733333333333333,0.5033222956847166,4.98,1.8952572384771416,3.5,0.4242640687119283,3.5,0.4242640687119283,4.775,2.123479848424908,4.933333333333334,1.699019324983288,NA,NA,NA
1954-03-01,1954-03-01,1954-03-31,6.4,2.9,,3.333333333333333,0.4509249752822894,4.540000000000001,1.7643695757975424,3.1,0.2828427124746189,3.1,0.2828427124746189,4.275,1.9189841062395487,4.533333333333334,1.5781846110853657,NA,NA,NA
1954-04-01,1954-04-01,1954-04-30,6.1,2.8,,3.0,0.2000000000000001,4.08,1.5006665185843258,2.9,0.1414213562373096,2.9,0.1414213562373096,3.75,1.5088627063675035,4.066666666666666,1.342634226685238,NA,NA,NA
1954-05-01,1954-05-01,1954-05-31,5.7,2.5,,2.766666666666667,0.2309401076758502,3.86,1.5126136320951231,2.7,0.2828427124746189,2.7,0.2828427124746189,3.4000000000000004,1.2806248474865698,3.783333333333333,1.3658940905746195,NA,NA,NA
1954-06-01,1954-06-01,1954-06-30,5.7,2.7,,3.1,0.3605551275463988,4.26,1.6334013591276335,2.95,0.3535533905932738,2.95,0.3535533905932738,3.725,1.2841988423397157,4.2,1.468332387438212,NA,NA,NA
1954-07-01,1954-07-01,1954-07-31,5.7,2.7,,3.1,0.3464101615137752,4.32,1.792205345377588,3.0,0.4242640687119283,3.0,0.4242640687119283,3.65,1.1357816691600546,4.25,1.6121414330014596,NA,NA,NA
1954-08-01,1954-08-01,1954-08-31,5.4,2.4,,2.8000000000000003,0.360555127546399,3.76,1.5485477067239484,2.75,0.4949747468305834,2.75,0.4949747468305834,3.125,0.7135591542869214,3.733333333333334,1.386602562620835,NA,NA,NA
1954-09-01,1954-09-01,1954-09-30,5.3,2.6,,2.766666666666667,0.2081665999466132,3.640000000000001,1.379492660364672,2.6500000000000004,0.0707106781186548,2.6500000000000004,0.0707106781186548,3.075,0.6396613687465162,3.6,1.2377398757412643,NA,NA,NA
1954-10-01,1954-10-01,1954-10-31,4.6,2.5,,2.566666666666667,0.2081665999466132,3.4200000000000004,1.53850576859497,2.45,0.0707106781186548,2.45,0.0707106781186548,2.75,0.404145188432738,3.333333333333333,1.3923601066773876,NA,NA,NA
1954-11-01,1954-11-01,1954-11-30,4.9,3.2,,2.966666666666667,0.4041451884327381,3.68,1.2194260945215172,2.85,0.4949747468305834,2.85,0.4949747468305834,3.175,0.5315072906367324,3.6166666666666663,1.1016654059498583,NA,NA,NA
1954-12-01,1954-12-01,1954-12-31,4.8,4.2,,3.2,0.8888194417315589,3.9,1.3656500283747663,3.35,1.2020815280171309,3.35,1.2020815280171309,3.375,0.8057087976847881,3.85,1.2275992831539126,NA,NA,NA
1955-01-01,1955-01-01,1955-01-31,5.8,5.7,,4.266666666666667,1.2503332889007368,4.960000000000001,1.721336689901194,4.55,1.6263455967290594,4.55,1.6263455967290594,4.300000000000001,1.023067283548187,4.966666666666668,1.5396969398770222,NA,NA,NA
1955-02-01,1955-02-01,1955-02-28,5.7,6.3,,4.433333333333334,1.6441816606851365,5.08,1.9613770672667712,4.75,2.192031021678297,4.75,2.192031021678297,4.375,1.3475286020464772,5.2,1.7787636155487327,NA,NA,NA
1955-03-01,1955-03-01,1955-03-31,5.2,6.4,,4.2,1.915724406066802,4.7,1.9144189719076647,4.65,2.474873734152917,4.65,2.474873734152917,4.1000000000000005,1.576916823001983,4.8500000000000005,1.7512852423291871,NA,NA,NA
1955-04-01,1955-04-01,1955-04-30,4.9,6.1,,3.9666666666666655,1.8502252115170557,4.22,1.6769019053003669,4.449999999999999,2.3334523779156067,4.449999999999999,2.3334523779156067,3.775,1.5585784121008048,4.416666666666667,1.575330653122279,NA,NA,NA
1955-05-01,1955-05-01,1955-05-31,4.2,5.7,,3.7,1.7435595774162695,3.86,1.512613632095123,4.1,2.2627416997969525,4.1,2.2627416997969525,3.5,1.478738200854589,4.166666666666667,1.54747105519511,NA,NA,NA
1955-06-01,1955-06-01,1955-06-30,4.4,5.7,,3.866666666666667,1.607275126832159,4.12,1.420211251891774,4.2,2.1213203435596424,4.2,2.1213203435596424,3.75,1.332916601542147,4.5,1.5748015748023625,NA,NA,NA
1955-07-01,1955-07-01,1955-07-31,4.0,5.7,,3.9,1.5874507866387546,4.0600000000000005,1.344618905117729,4.2,2.1213203435596424,4.2,2.1213203435596424,3.75,1.3304134695650072,4.55,1.699117417955569,NA,NA,NA
1955-08-01,1955-08-01,1955-08-31,3.8,5.4,,3.633333333333333,1.5695009822658073,3.58,1.1903780911962385,3.9,2.121320343559643,3.9,2.121320343559643,3.45,1.3329166015421472,4.033333333333333,1.53839743456191,NA,NA,NA
1955-09-01,1955-09-01,1955-09-30,3.5,5.3,,3.5333333333333337,1.5307950004273376,3.5200000000000005,1.138859078200635,3.95,1.909188309203678,3.95,1.909188309203678,3.4000000000000004,1.2780193008453875,3.9166666666666665,1.4077168275852452,NA,NA,NA
1955-10-01,1955-10-01,1955-10-31,3.4,4.6,,3.1666666666666665,1.2423096769056148,3.12,0.8983317872590282,3.55,1.4849242404917495,3.55,1.4849242404917495,3.075,1.030776406404415,3.616666666666667,1.4579666205598352,NA,NA,NA
1955-11-01,1955-11-01,1955-11-30,3.8,4.9,,3.5333333333333337,1.2342339054382414,3.5200000000000005,0.8983317872590283,4.050000000000001,1.2020815280171309,4.050000000000001,1.2020815280171309,3.45,1.021436896402971,3.883333333333333,1.1990273836183505,NA,NA,NA
1955-12-01,1955-12-01,1955-12-31,3.9,4.8,,3.8333333333333335,1.1930353445448854,3.66,0.944986772394196,4.5,0.4242640687119283,4.5,0.4242640687119283,3.6,1.0801234497346437,4.05,1.2755391017134676,NA,NA,NA
1956-01-01,1956-01-01,1956-01-31,4.7,5.8,,4.966666666666667,1.357694123627753,4.6,1.111305538544643,5.75,0.0707106781186545,5.75,0.0707106781186545,4.65,1.2767145334803702,5.1000000000000005,1.5773395322504282,NA,NA,NA
1956-02-01,1956-02-01,1956-02-29,4.8,5.7,,5.066666666666666,1.6441816606851365,4.64,1.3088162590677117,6.0,0.4242640687119283,6.0,0.4242640687119283,4.75,1.484362938547488,5.183333333333334,1.772474729486056,NA,NA,NA
1956-03-01,1956-03-01,1956-03-31,4.7,5.2,,4.833333333333334,1.7785762095938802,4.32,1.4515508947329407,5.800000000000001,0.8485281374238571,5.800000000000001,0.8485281374238571,4.45,1.6421530582338135,4.783333333333334,1.7244322737256652,NA,NA,NA
1956-04-01,1956-04-01,1956-04-30,4.1,4.9,,4.6000000000000005,1.6703293088490063,4.0,1.4404860290887933,5.5,0.8485281374238566,5.5,0.8485281374238566,4.2,1.5811388300841898,4.333333333333333,1.5253414918196733,NA,NA,NA
1956-05-01,1956-05-01,1956-05-31,4.2,4.2,,4.133333333333334,1.6010413278030438,3.64,1.31833227981416,4.95,1.0606601717798212,4.95,1.0606601717798212,3.825,1.4453949863849214,3.9166666666666665,1.360024509583069,NA,NA,NA
1956-06-01,1956-06-01,1956-06-30,4.7,4.4,,4.266666666666667,1.5044378795195676,3.88,1.1903780911962385,5.050000000000001,0.9192388155425116,5.050000000000001,0.9192388155425116,4.0,1.3391539617733776,4.166666666666667,1.2754084313139329,NA,NA,NA
1956-07-01,1956-07-01,1956-07-31,4.4,4.0,,4.133333333333333,1.504437879519568,3.8,1.1575836902790226,4.85,1.2020815280171309,4.85,1.2020815280171309,3.925,1.2971121771072849,4.05,1.202913130695646,NA,NA,NA
1956-08-01,1956-08-01,1956-08-31,3.7,3.8,,3.8666666666666663,1.5011106998930273,3.52,1.1649034294738772,4.6,1.1313708498984762,4.6,1.1313708498984762,3.675,1.2841988423397162,3.616666666666666,1.0684880283216405,NA,NA,NA
1956-09-01,1956-09-01,1956-09-30,3.4,3.5,,3.8,1.3747727084867518,3.4200000000000004,1.107700320483839,4.4,1.2727922061357857,4.4,1.2727922061357857,3.5250000000000004,1.2499999999999998,3.516666666666667,1.0186592495366968,NA,NA,NA
1956-10-01,1956-10-01,1956-10-31,3.1,3.4,,3.5,1.0535653752852738,3.14,0.9044335243676008,4.0,0.8485281374238569,4.0,0.8485281374238569,3.225,1.0210288928331068,3.1666666666666665,0.811582815655104,NA,NA,NA
1956-11-01,1956-11-01,1956-11-30,3.9,3.8,,3.9666666666666655,0.862167810425171,3.52,0.8983317872590284,4.35,0.7778174593052027,4.35,0.7778174593052027,3.6,1.0165300454651272,3.5666666666666664,0.8115828156551042,NA,NA,NA
1956-12-01,1956-12-01,1956-12-31,4.0,3.9,,4.3,0.4582575694955839,3.6599999999999993,0.944986772394196,4.35,0.6363961030678927,4.35,0.6363961030678927,3.85,0.9746794344808964,3.6999999999999993,0.8508818954473059,NA,NA,NA
1957-01-01,1957-01-01,1957-01-31,4.9,4.7,,5.4,0.6082762530298218,4.659999999999999,1.1058933040759402,5.25,0.7778174593052021,5.25,0.7778174593052021,4.9,1.116542281629615,4.616666666666666,0.9948199167018452,NA,NA,NA
1957-02-01,1957-02-01,1957-02-28,4.7,4.8,,5.6000000000000005,0.754983443527075,4.76,1.2856904759700134,5.25,0.636396103067893,5.25,0.636396103067893,5.0,1.349073756323204,4.666666666666667,1.1724617975297391,NA,NA,NA
1957-03-01,1957-03-01,1957-03-31,4.3,4.7,,5.433333333333334,0.8736894948054106,4.5,1.426534261768711,4.95,0.3535533905932738,4.95,0.3535533905932738,4.8,1.4537308324904352,4.383333333333334,1.3075422236649443,NA,NA,NA
1957-04-01,1957-04-01,1957-04-30,4.0,4.1,,5.033333333333333,1.0066445913694333,4.18,1.3700364958642526,4.5,0.5656854249492386,4.5,0.5656854249492386,4.475,1.3865424623862048,4.016666666666667,1.2890565025113006,NA,NA,NA
1957-05-01,1957-05-01,1957-05-31,3.9,4.2,,4.7,0.8660254037844386,3.9,1.2629330940315089,4.2,0.0,4.2,0.0,4.15,1.307669683062202,3.733333333333333,1.2011105971835678,NA,NA,NA
1957-06-01,1957-06-01,1957-06-30,4.6,4.7,,4.933333333333334,0.6806859285554046,4.14,1.20124934963562,4.550000000000001,0.2121320343559641,4.550000000000001,0.2121320343559641,4.375,1.2473304828045106,4.016666666666667,1.116094380716374,NA,NA,NA
1957-07-01,1957-07-01,1957-07-31,4.1,4.4,,4.7,0.8888194417315589,4.0200000000000005,1.143241006962224,4.2,0.2828427124746193,4.2,0.2828427124746193,4.2,1.2355835328567093,3.9,1.063954886261631,NA,NA,NA
1957-08-01,1957-08-01,1957-08-31,3.7,3.7,,4.3,0.953939201416946,3.6800000000000006,1.1122050170719426,3.75,0.0707106781186545,3.75,0.0707106781186545,3.825,1.2284814474246923,3.5500000000000003,1.0445094542415594,NA,NA,NA
1957-09-01,1957-09-01,1957-09-30,3.7,3.4,,4.066666666666666,1.0692676621563626,3.5,1.08397416943394,3.45,0.0707106781186548,3.45,0.0707106781186548,3.7,1.1401754250991378,3.4166666666666665,0.9907909298467898,NA,NA,NA
1957-10-01,1957-10-01,1957-10-31,3.6,3.1,,3.7,0.793725393319377,3.2,0.8860022573334674,3.25,0.2121320343559641,3.25,0.2121320343559641,3.4,0.8831760866327845,3.1333333333333333,0.8091147425839346,NA,NA,NA
1957-11-01,1957-11-01,1957-11-30,4.6,3.9,,4.2,0.6082762530298222,3.66,0.8905054744357275,3.85,0.0707106781186548,3.85,0.0707106781186548,3.95,0.7047458170621993,3.583333333333333,0.8183316361150086,NA,NA,NA
1957-12-01,1957-12-01,1957-12-31,5.0,4.0,,4.233333333333333,0.4932882862316247,3.88,0.8467585252006619,3.95,0.0707106781186548,3.95,0.0707106781186548,4.225,0.4031128874149274,3.7166666666666655,0.8565434412022933,NA,NA,NA
1958-01-01,1958-01-01,1958-01-31,6.8,4.9,,5.133333333333334,0.5859465277082313,4.9,0.9669539802906858,4.800000000000001,0.1414213562373096,4.800000000000001,0.1414213562373096,5.275,0.5560275772537424,4.7,0.993981891183134,NA,NA,NA
1958-02-01,1958-02-01,1958-02-28,7.7,4.7,,5.066666666666666,0.5507570547286104,4.94,1.1760102040373628,4.75,0.0707106781186545,4.75,0.0707106781186545,5.375,0.7632168761236874,4.75,1.1502173707608487,NA,NA,NA
1958-03-01,1958-03-01,1958-03-31,7.7,4.3,,4.733333333333333,0.4509249752822896,4.7,1.2786711852544423,4.5,0.2828427124746193,4.5,0.2828427124746193,5.15,0.91104335791443,4.466666666666667,1.2785408349625236,NA,NA,NA
1958-04-01,1958-04-01,1958-04-30,7.5,4.0,,4.333333333333333,0.493288286231625,4.380000000000001,1.2194260945215172,4.05,0.0707106781186545,4.05,0.0707106781186545,4.775,0.97082439194738,4.15,1.2275992831539124,NA,NA,NA
1958-05-01,1958-05-01,1958-05-31,7.1,3.9,,4.1000000000000005,0.1732050807568879,4.1,1.1379806676741042,4.05,0.2121320343559644,4.05,0.2121320343559644,4.5,0.8124038404635961,3.9,1.1296016997154352,NA,NA,NA
1958-06-01,1958-06-01,1958-06-30,7.6,4.6,,4.566666666666667,0.1527525231651945,4.42,1.0848963084092416,4.65,0.0707106781186551,4.65,0.0707106781186551,4.8500000000000005,0.5802298395176404,4.216666666666667,1.0907184176801392,NA,NA,NA
1958-07-01,1958-07-01,1958-07-31,7.4,4.1,,4.166666666666667,0.2081665999466135,4.18,1.0709808588392231,4.25,0.2121320343559647,4.25,0.2121320343559647,4.55,0.7852812659593166,4.033333333333333,1.023067283548187,NA,NA,NA
1958-08-01,1958-08-01,1958-08-31,6.7,3.7,,3.733333333333333,0.0577350269189623,3.8,1.065363787633126,3.7,0.0,3.7,0.0,4.15,0.8346656017032611,3.6833333333333336,0.9948199167018456,NA,NA,NA
1958-09-01,1958-09-01,1958-09-30,6.0,3.7,,3.533333333333333,0.1527525231651948,3.7,0.9874208829065748,3.55,0.2121320343559644,3.55,0.2121320343559644,3.975,0.8920949127381755,3.533333333333333,0.9729679679550948,NA,NA,NA
1958-10-01,1958-10-01,1958-10-31,5.5,3.6,,3.3666666666666667,0.2516611478423583,3.44,0.7700649323271381,3.35,0.3535533905932738,3.35,0.3535533905932738,3.675,0.6499999999999998,3.266666666666666,0.8091147425839345,NA,NA,NA
1958-11-01,1958-11-01,1958-11-30,5.6,4.6,,4.1000000000000005,0.4358898943540672,4.08,0.6760177512462228,4.25,0.494974746830583,4.25,0.494974746830583,4.300000000000001,0.5354126134736339,3.816666666666667,0.8841191473249895,NA,NA,NA
1958-12-01,1958-12-01,1958-12-31,6.0,5.0,,4.3,0.608276253029822,4.38,0.4919349550499537,4.5,0.7071067811865476,4.5,0.7071067811865476,4.425,0.5560275772537425,4.066666666666666,0.8846845012017938,NA,NA,NA
1959-01-01,1959-01-01,1959-01-31,7.0,6.8,,5.466666666666666,1.159022576714247,5.58,0.834865258589672,5.85,1.34350288425444,5.85,1.34350288425444,5.55,0.9609023536933048,5.216666666666666,1.1617515511789371,NA,NA,NA
1959-02-01,1959-02-01,1959-02-28,7.0,7.7,,5.733333333333333,1.7039170558842744,5.84,1.2320714265009152,6.2,2.1213203435596424,6.2,2.1213203435596424,5.725,1.39134227756269,5.4,1.5414279094398156,NA,NA,NA
1959-03-01,1959-03-01,1959-03-31,6.4,7.7,,5.566666666666666,1.858314648635514,5.659999999999999,1.386722755275906,6.0,2.4041630560342617,6.0,2.4041630560342617,5.475,1.5283433296656002,5.199999999999999,1.675708805252273,NA,NA,NA
1959-04-01,1959-04-01,1959-04-30,5.2,7.5,,5.2,1.992485884517128,5.32,1.4805404418657395,5.75,2.4748737341529163,5.75,2.4748737341529163,5.125,1.6337584480781322,4.9,1.6769019053003666,NA,NA,NA
